player,mu,sigma,wins,losses,sets
delta,19.856962141,3.90028408162,2,6,8
thewizard,19.8549731052,6.98441329569,0,1,1
meamking,19.8542081955,5.1695392237,1,2,3
juan andres rodriguez,19.8530702319,4.08759320781,2,4,6
sevan,19.8513642475,6.13065874189,0,2,2
twig,19.8458779629,3.17522967908,4,8,12
enqwers,19.8430002737,5.2137859731,1,2,3
the brometheus,19.8370674715,6.68244595884,0,2,2
tickct,19.8279610181,3.18516207616,2,11,13
jettset,19.8235560112,6.71560798148,0,1,1
clutchreacts,19.8211987756,5.07431421824,1,3,4
acholight,19.8172949409,5.34679006144,1,2,3
launch,19.8141728984,5.05757979379,1,2,3
rick_thefox,19.8135186628,4.43968158165,1,4,5
caveman?,19.811446329,4.31810013253,1,4,5
workingbee,19.8101572955,6.0219677541,0,2,2
lejoy,19.808139334,5.22752746863,1,2,3
bagel,19.8072646348,6.19062107488,0,2,2
egal,19.8041391304,4.73320797528,1,3,4
duff,19.8014440665,5.19550834497,1,2,3
wasted,19.7997130022,5.21657603623,1,2,3
thrice,19.7965457852,5.05177605574,1,2,3
kelso,19.7955420542,5.02545935449,1,4,5
ch14,19.7920365652,5.207645004,1,2,3
jotinos,19.7867374911,4.1058202903,2,4,6
jujubeen,19.7787570103,6.85827560504,0,1,1
a1-ex,19.7696587226,5.25430791414,1,2,3
zukon,19.7685356239,6.87575740977,0,1,1
vipereyezd,19.7684235121,6.67268058218,0,2,2
juniorbug,19.7659466096,5.18504360015,1,2,3
tay tay swizzle,19.753225713,4.30912453515,2,4,6
bruny bby,19.7526456897,6.82687533901,0,1,1
meeech,19.7477066729,6.22435882845,0,2,2
noon,19.7461365335,4.78529711797,1,4,5
hatesauce,19.7453075767,4.1812901778,2,4,6
moko,19.7371489029,5.09558964748,1,2,3
kre,19.7353828601,4.34612301187,1,4,5
vidya_james,19.7204951595,5.06935344392,1,3,4
ryebread,19.7156624132,5.17105188085,1,2,3
stonerocks,19.7092617664,5.32361560048,1,2,3
goop,19.70016567,6.27570617528,0,2,2
cyb3r,19.6928632238,5.19140624953,1,2,3
tranq,19.6859894436,6.57665583284,0,2,2
burgei,19.6843539624,6.26774973263,0,2,2
preme,19.6762412176,6.5117649642,0,2,2
kavorca,19.6746152081,5.17035680857,1,4,5
memes,19.6563580221,3.59730528086,2,7,9
pumpkinleaf,19.6556505175,4.42848502383,2,4,6
maharg07,19.6514221754,6.62992025882,0,2,2
sloth-behr,19.6494076939,6.48539883339,0,2,2
psych,19.6465049445,6.62148661572,0,2,2
fancy wolf,19.6439678337,4.47665042778,1,4,5
tvomusic,19.6307182877,6.93483552681,0,1,1
jhomas,19.6197401305,5.26253603762,1,2,3
rustysneakers,19.6166993686,6.9316655958,0,1,1
yopedd,19.6122174447,6.60600985303,0,2,2
nimrod,19.6119797533,6.39228364396,0,2,2
sailor mercury,19.603182115,6.93203529603,0,1,1
hoyt,19.6024016685,4.93643252597,1,2,3
syix,19.6003057705,6.07940108341,0,2,2
mikehawk,19.5999132812,6.57619254313,0,2,2
derg,19.5896695633,6.59711367544,0,2,2
buttpounder420,19.5862406016,6.66053855777,0,2,2
italian n1nja,19.5850959495,2.83075221756,3,12,15
thesneakiestbeaver,19.5793550527,6.36579314602,0,2,2
king james,19.5786963394,6.7580169964,0,1,1
exaltedoreo,19.5773730094,6.59267664676,0,2,2
butrs,19.5648642378,4.79724927739,1,4,5
boh,19.5635148848,5.17776784754,1,2,3
spiritranger99,19.5535400177,5.16453595188,1,2,3
majersk21,19.5493395729,5.243342441,1,2,3
wassup,19.5475334204,6.63119763251,0,2,2
hawkboy1080yt,19.5421375177,4.98097760203,1,3,4
zee,19.5394913583,4.90495722878,1,4,5
deadstorm,19.5374271313,4.14145040011,2,4,6
wojo42,19.536383704,4.26236535515,2,4,6
jeodude,19.5277546764,6.60290746278,0,1,1
slyfincleton,19.5254206839,6.58127348227,0,2,2
monkeyzz,19.5196109917,4.77122069974,1,2,3
kaos,19.5170508533,6.28540514281,0,2,2
yor742,19.5153798255,6.22057770469,0,2,2
mr. cool guy,19.5136468128,6.18518906032,0,2,2
spankers,19.5122181022,6.57473098585,0,2,2
tourguide,19.5064428208,6.15084529295,0,2,2
mr. h,19.5056999537,6.41665718313,0,1,1
ehro,19.5053188451,6.91185086532,0,1,1
juicé,19.4918308369,6.23745009215,0,2,2
thunderchunkie,19.4845849753,5.26259215191,1,2,3
snailure,19.4815415336,6.52050880381,0,2,2
bonestorm,19.4759163841,6.74153879572,0,1,1
soup,19.4731580719,4.49153232809,1,5,6
pablopicasso,19.4476635182,6.52554802907,0,2,2
renz gaming,19.4429991691,4.95667840195,1,3,4
sid,19.4367304894,6.90792122918,0,1,1
grublord,19.4339713056,6.55177704929,0,2,2
dutes,19.4336098817,5.02566759216,1,2,3
heykyle,19.4306464002,4.72967921347,1,2,3
kid dank,19.4297875612,6.08551969998,0,2,2
drybones,19.4270772102,6.05689267945,0,2,2
soulless,19.4243657354,6.89549862718,0,1,1
crysisbacon,19.4141270752,6.02507008023,0,2,2
koopa,19.4123390206,4.8858158096,1,4,5
jebu,19.4123390206,4.8858158096,1,4,5
dmon,19.4109585478,6.53749294485,0,2,2
toiletsnakes,19.406085459,6.49948374549,0,2,2
oni shin,19.3963620528,6.91632160687,0,1,1
caucasian asian,19.3835359485,6.10511762647,0,2,2
bchan,19.3794948771,6.62307184856,0,1,1
cagnar,19.3757262613,4.99587864558,1,4,5
n337,19.3756603909,6.21954718803,0,2,2
joshers,19.3749219133,6.20953006314,0,2,2
element of smash,19.3747711534,6.51405392082,0,2,2
samadisafadi,19.3737989834,6.35580278254,0,2,2
olives,19.3730577784,4.29830131261,1,4,5
musigh,19.3711183767,4.0810389138,2,6,8
kevinwut,19.3659189048,6.21274215268,0,2,2
just ben,19.3645988958,6.52335928823,0,2,2
guillermoose,19.3634493513,4.6642128221,1,4,5
brimiq,19.3564058163,4.67958827253,1,4,5
maven,19.3545702517,4.52547187676,1,3,4
wff,19.352184711,4.46570100721,2,4,6
sap,19.3433166642,4.91724301175,1,4,5
red blaze,19.3397799432,3.8455584,2,7,9
kulprit,19.3362247235,3.23823250594,3,8,11
flyingmelons,19.3342029001,2.47702530642,3,18,21
michaelmichaelmotorcycle,19.3329959283,4.84112543874,1,4,5
nextile,19.3292033152,6.58629259251,0,2,2
n-boss,19.3262792993,5.24068920235,1,2,3
sudofox,19.326016905,6.50183202749,0,2,2
vallarris,19.3254468114,6.04649039357,0,2,2
rod,19.3210779403,6.45935136957,0,2,2
brandonthehighschooler,19.31316803,4.88839021828,1,2,3
koten,19.3120892819,5.14349636402,1,2,3
....,19.3102878863,6.7398200569,0,1,1
rollock,19.3094393262,6.906843086,0,1,1
afterlife,19.3094393262,6.906843086,0,1,1
gomer,19.3094393262,6.906843086,0,1,1
cjscaduto,19.3094393262,6.906843086,0,1,1
keirazyth,19.3064662548,6.53773830914,0,1,1
jembosa,19.302829864,6.14178509983,0,2,2
omar,19.3023294073,6.22294103452,0,2,2
veryyes,19.2951250799,5.78727340819,0,4,4
set!,19.2926846013,6.50306536445,0,2,2
st0rmetom,19.2920835481,5.94957043622,0,2,2
moonunit,19.2899774868,6.38507609816,0,1,1
pelso,19.2860530188,3.85192107189,2,5,7
cope,19.2825115556,4.76564785506,1,4,5
blizzy nuggs,19.2820818089,5.21220790078,1,2,3
kaiser,19.2756432564,4.16460259223,2,7,9
fez2,19.2751397245,6.46545207464,0,2,2
pkluv,19.271110928,6.19019966087,0,2,2
schleep,19.2709357305,6.87274407623,0,1,1
praaxx,19.2697174967,6.15923364537,0,2,2
sparkbrain,19.2625732799,4.4766373803,1,4,5
barcode,19.259827973,4.2994778378,1,4,5
lumia,19.2548537707,3.80828277053,2,8,10
napi,19.2516675483,4.69572784687,1,4,5
wterka,19.2511253049,6.22976795785,0,2,2
dark link,19.2508079324,6.46365717049,0,2,2
phoenix,19.2474505073,2.66998609093,4,15,19
swing first,19.2466992908,6.48591405768,0,2,2
axel,19.2449657488,5.34332046111,1,2,3
doonee,19.2443525586,6.4728385258,0,2,2
pk don,19.2430171967,6.23227267321,0,2,2
samson,19.2413733463,5.61253312758,1,2,3
hest,19.2377820057,4.81254617902,1,4,5
grinfinity,19.2256512846,6.87136383112,0,1,1
sampai,19.2133420139,4.1953981272,1,6,7
firearrow,19.211035738,4.90465135008,1,4,5
house rat,19.2100751597,6.26485245456,0,2,2
kjae__,19.2091983977,6.29761066564,0,2,2
ladies,19.2084256932,6.2639845496,0,2,2
general gengar,19.1957927436,6.38735507829,0,2,2
chirka,19.1892021497,6.17854118795,0,2,2
yogi,19.1863114688,3.5771919609,3,8,11
contrabass,19.1838499183,6.44577727773,0,2,2
kliner,19.1789782086,6.49822062528,0,2,2
ultimat3spaz,19.1765878063,5.05781861326,1,4,5
dreamsicle,19.1761931767,6.29727153722,0,2,2
falcouser,19.1755389826,6.85097043946,0,1,1
the muffin man,19.1736673498,6.46721565753,0,2,2
faddie,19.1725588959,6.69765868345,0,1,1
consultant,19.1680393671,6.03527406395,0,2,2
d2ng,19.1669224956,6.88555455547,0,1,1
duni,19.1581604616,3.75078270839,2,8,10
rezo,19.1565929476,6.88403402177,0,1,1
flawlesskills,19.1542251764,6.46355221873,0,2,2
otter,19.1521428037,6.41696205563,0,2,2
pythagoras,19.1485413387,6.46348621908,0,2,2
harambe,19.144693621,4.92154885843,1,2,3
cag,19.1358753473,3.67331434644,2,6,8
kafka,19.1264351188,3.06289735296,3,11,14
samwize,19.1239405658,2.76570478492,2,10,12
styx,19.1184169509,6.1134590013,0,2,2
dom,19.1136363045,4.93659770822,1,4,5
zen,19.1078628521,3.42239995074,3,8,11
robotsword,19.1057597031,6.51122808885,0,2,2
mr. beet,19.0985193028,6.4230661318,0,2,2
e-n,19.096816736,4.57778913089,1,4,5
astealthykorean,19.0874094017,4.83795390559,1,4,5
beaver,19.0821040052,6.42993545031,0,2,2
lickney,19.0816133795,6.55134884927,0,2,2
rest,19.0813048813,6.38641134983,0,1,1
leather,19.0804083798,3.98241552185,2,3,5
beak,19.0764086253,6.41171563054,0,2,2
maxxorz,19.0667142607,5.961860603,0,2,2
captbutter,19.0660320645,5.22365286992,1,2,3
owlnips,19.0635060916,4.86721364767,1,2,3
kido,19.0629664704,6.64006431004,0,2,2
kid_a,19.0604131293,6.50169909335,0,2,2
bitch-sensei,19.0601485119,6.17124319499,0,2,2
docukid,19.0600636963,6.39597367834,0,2,2
smeedot,19.055165774,5.08063565244,1,2,3
linkguy23,19.0549173996,6.39803791318,0,2,2
outlier,19.0533550743,4.68052571495,1,4,5
palaver,19.0457569138,6.58347101572,0,2,2
banana,19.0451293784,5.89554005071,0,2,2
pikalu,19.0393759683,6.54700293458,0,2,2
lightning mcpeen,19.0368316397,5.96411133307,0,2,2
commish,19.0350401481,6.56095087948,0,2,2
megaman,19.0349037414,4.54676923842,1,4,5
derilink,19.0270836177,6.67484662996,0,2,2
nvy,19.0246741502,5.05460817764,1,2,3
havana club,19.0195020357,6.53814806018,0,2,2
taro,19.01727632,6.37657113368,0,2,2
c3l,19.0136410028,3.1454316479,3,9,12
necky,19.0110266607,3.88928364451,2,5,7
josephdn,19.0061058786,5.87153973727,0,2,2
peegert,19.0059585685,6.15496857629,0,2,2
thunder mlee,19.0028728103,6.87267909617,0,1,1
yung young,19.0028728103,6.87267909617,0,1,1
syntax,19.0028728103,6.87267909617,0,1,1
catan,19.0028728103,6.87267909617,0,1,1
noflexzone,19.0028728103,6.87267909617,0,1,1
enjoiful,19.0028728103,6.87267909617,0,1,1
yeah~ok,19.0028728103,6.87267909617,0,1,1
edward,19.0028728103,6.87267909617,0,1,1
mindchanger,19.0028728103,6.87267909617,0,1,1
tingsing,19.0028728103,6.87267909617,0,1,1
zonezero,19.0028728103,6.87267909617,0,1,1
benzzyzx,19.0028728103,6.87267909617,0,1,1
nanas,19.0028728103,6.87267909617,0,1,1
misting,19.0028728103,6.87267909617,0,1,1
conair,19.0028728103,6.87267909617,0,1,1
derpfish,19.0028728103,6.87267909617,0,1,1
i.c. wiener,19.0028728103,6.87267909617,0,1,1
matx,19.0028728103,6.87267909617,0,1,1
bob sura,19.0028728103,6.87267909617,0,1,1
lava,19.0028728103,6.87267909617,0,1,1
jinzo,19.0028728103,6.87267909617,0,1,1
ubll black mage,19.0028728103,6.87267909617,0,1,1
gab,19.0028728103,6.87267909617,0,1,1
actualgarbage,19.0028728103,6.87267909617,0,1,1
albexican,19.0028728103,6.87267909617,0,1,1
hinglemccringleberry,19.0028728103,6.87267909617,0,1,1
nate,19.0028728103,6.87267909617,0,1,1
mootumog,19.0028728103,6.87267909617,0,1,1
yena,19.0028728103,6.87267909617,0,1,1
s@nt,19.0028728103,6.87267909617,0,1,1
tyger,19.0004497469,6.42840820721,0,2,2
pidove,18.9973812047,6.49638684075,0,2,2
sharkman,18.9973187684,6.26728824979,0,2,2
sonic,18.9947053937,6.11602289494,0,2,2
ravedave,18.9921276442,4.06122785765,2,7,9
gems,18.9910949092,4.77567195944,1,4,5
zoso,18.9899923903,6.16351158507,0,2,2
seraph,18.9890469286,6.02900160308,0,2,2
negrodomus,18.9884456064,5.23429023684,1,2,3
kobra,18.9833901889,4.79559911817,1,4,5
curry,18.9830096103,6.39518645417,0,2,2
4skn,18.9814984972,6.41091450564,0,2,2
jonk,18.9773291201,6.12433299232,0,2,2
billy___may,18.9740836573,6.37919471437,0,2,2
blacksite,18.9731073245,4.9617250166,1,4,5
tketle,18.966540617,6.53279185548,0,2,2
beanpaste,18.9630134381,6.08279121241,0,2,2
panosso,18.9606659044,6.46860952464,0,2,2
abdulaziz,18.9473478643,4.78492913092,1,4,5
droltseknad,18.945432044,6.11695912658,0,2,2
dirtydan520,18.9436180969,6.47775570226,0,2,2
alpha,18.9432139224,6.11445649195,0,2,2
doujin logic,18.9411850477,3.53825896401,3,8,11
zamn,18.9349040716,6.3512022743,0,2,2
longlegs,18.9328603432,6.66363703152,0,1,1
bhop,18.931476979,4.42705757305,1,4,5
bupo,18.9279313709,6.63815356044,0,1,1
zectron,18.9261553776,6.35193327547,0,2,2
voodoo man,18.9235627776,4.12922687418,2,4,6
professor compressor,18.9171944841,3.58799245715,3,8,11
bicktrip,18.9130181364,6.0917586749,0,2,2
gib,18.9117276338,3.70947618584,2,8,10
bouyer,18.9055071548,5.09644763378,1,2,3
bendo,18.9045868513,6.14343866174,0,2,2
queuess,18.9008658823,3.97968022986,2,6,8
whiz kid,18.8959978717,4.7063780397,1,4,5
confusion,18.8952892221,4.74926813963,1,4,5
hsy,18.8926446219,6.36574813354,0,2,2
godzillaking,18.8892768111,5.85532238736,0,2,2
a$ce,18.8865284417,6.40779735538,0,2,2
sidetrak,18.8813511664,6.12765376122,0,2,2
shulgin,18.8775613129,6.47249194685,0,2,2
nutsack,18.8758951068,5.28552487667,1,2,3
peeko,18.8739879596,2.61053188761,4,14,18
blueeco,18.8727853859,4.83037918959,1,4,5
triumph,18.870408113,6.38838398059,0,2,2
realalexhahn,18.8657401551,6.11078599275,0,2,2
somethingugly,18.8639816548,4.79378516612,1,4,5
saladin,18.8601677932,4.66975914353,1,4,5
~~boxed~~,18.8531434756,6.19199963226,0,2,2
a-v-ill,18.8511175996,4.79075684566,1,4,5
stk,18.8501874638,4.55055255993,1,4,5
stout,18.8480872993,6.36016096466,0,2,2
jetran,18.842647009,6.10636848347,0,2,2
veps,18.8422115091,3.62975251934,3,9,12
king boolean,18.8410206831,4.07752383446,2,6,8
mech,18.8384230963,6.3923433036,0,2,2
dragonite,18.8302057111,6.13353864664,0,2,2
ace turner,18.8284952166,4.78989953071,1,4,5
midgetto,18.8284471178,4.3885108767,1,4,5
jams,18.8260507118,3.93184265941,2,6,8
midgeet,18.825532316,3.11144034789,2,9,11
coysquash,18.8229505496,6.09453927366,0,2,2
c4,18.8211416184,5.11837626505,1,2,3
vii,18.8186465578,6.1512020116,0,2,2
the rampaging mariner,18.817021323,6.45524039081,0,2,2
slay,18.8107385003,5.96661732845,0,2,2
jcela,18.8075425098,4.42594181459,1,4,5
taiko,18.8072951411,4.73757546979,1,4,5
euclid,18.804265205,6.30915308086,0,2,2
ooookillem,18.8009920455,6.36530300949,0,2,2
blazerboy,18.7981268741,5.92948012154,0,2,2
l-gambino,18.7967269393,4.61110447257,1,4,5
qedem,18.7928222369,6.30364587985,0,2,2
lex,18.789894129,6.34223766748,0,2,2
xpertwizard,18.7892412232,6.31252691538,0,2,2
muddaphocuh,18.7878824464,6.1673287977,0,2,2
macho,18.7820952163,6.46127928623,0,2,2
2sierra,18.7785907653,3.9262641981,2,5,7
tablesalt,18.7768673518,4.23442051284,1,5,6
beggy,18.773976886,4.59110113932,1,5,6
flat nat,18.7668089859,6.31176922132,0,2,2
jisu,18.7653893248,3.89155236906,2,6,8
rashidajones,18.7593428392,6.79008553684,0,1,1
aedrenaline,18.7493025782,4.83522243322,1,4,5
l3ggy,18.7472815527,6.25845489564,0,2,2
poutine,18.7462511437,4.79350278339,1,5,6
killajive,18.7453513987,6.33232800676,0,2,2
wartle,18.7387831898,6.35913915484,0,2,2
swift,18.7383736493,6.50922807336,0,2,2
ciex,18.7378857144,4.98041097539,1,3,4
hunterlittle,18.73565092,6.34294621287,0,2,2
grin,18.7321294259,4.61677567287,1,4,5
nibbynibbynub,18.7298254005,6.35268084485,0,2,2
beatthat,18.7279951837,6.5051055611,0,2,2
szoltan,18.7271557867,6.42394586071,0,2,2
fire,18.7152313724,4.92999029986,1,4,5
flaze,18.7148437058,6.28971510335,0,2,2
propaneaccessories,18.7104554574,6.25247123735,0,2,2
duke tresnor,18.7000223172,4.54262559229,1,4,5
supernuggit,18.6998007716,4.73043852491,1,4,5
catelt,18.694319137,3.95644338525,2,7,9
swish,18.6903278583,4.73788591315,1,4,5
slugimus,18.686391216,6.2772188096,0,2,2
la8pv,18.6828970937,4.52598098584,1,5,6
lalo,18.6822393644,6.0158926657,0,2,2
rocksam,18.6806148077,4.95175091427,1,4,5
veghard,18.6798436901,4.46267947974,1,5,6
isjoltz,18.6784441521,6.31697510193,0,2,2
woofpack,18.677954684,4.43081546959,1,4,5
jellocube,18.6700221561,4.36989292713,1,4,5
nich,18.669815759,5.06104953112,1,2,3
enanogee,18.6693538761,4.76458653771,1,4,5
smookums,18.6683517968,6.30689682532,0,2,2
cheegor,18.6651532653,4.63203919273,1,4,5
dfish,18.6638890041,6.29705135454,0,2,2
squanto,18.6617498786,6.21391861155,0,2,2
hobojoe,18.6578868789,6.63177292726,0,1,1
gyoska,18.6540282502,6.26686413763,0,2,2
dominmuda,18.6459354822,4.2192052232,1,5,6
scoobylew,18.6450935183,6.40496001219,0,2,2
tamn son!,18.6435714184,5.27626600573,1,2,3
snape,18.6399822731,6.25616001929,0,2,2
kem0therapy,18.6396845454,6.47320211719,0,2,2
fantasy,18.6358337666,5.00586083918,1,2,3
bathtubfrog,18.6328279447,6.40397897151,0,2,2
jasper,18.6319175762,5.86399079086,0,2,2
tac,18.6298631477,6.22351925426,0,2,2
chiefchickenwing,18.6258084607,6.46802905084,0,2,2
wasian,18.6247040508,4.76385253798,1,4,5
winky,18.6212266487,4.55675503385,1,4,5
parappa,18.6194499343,5.95346413358,0,2,2
sigmar,18.6191406255,4.01901726345,2,5,7
imbimbo,18.6136742028,6.23249623792,0,2,2
ramenshaman,18.6121242645,6.46377059851,0,2,2
briefs,18.611145022,6.16230679718,0,2,2
dog+,18.6026072423,6.09406042188,0,2,2
surge,18.6019637502,3.43399752707,2,8,10
beltbuckle,18.5984668017,4.72988041691,1,4,5
mumb0 jumb0,18.5968341435,6.22469184476,0,2,2
caff3in3fr33,18.5936903659,5.99645216837,0,2,2
frardvark,18.5924468103,6.44687663908,0,2,2
muchomario,18.5875414108,6.01114538626,0,2,2
ihavesonar,18.585198612,6.02915355467,0,2,2
robes,18.5823131286,6.20948254862,0,2,2
scud,18.5795357823,6.07684165939,0,2,2
micro,18.5786691953,4.84460195953,1,5,6
dr-wumbo,18.5766899079,6.16092555896,0,2,2
elliot,18.5744645371,3.49694466548,3,7,10
kups,18.5739321805,6.32103573309,0,2,2
hammern,18.5733103773,4.13712073139,2,5,7
arjen,18.5726410667,6.39437070956,0,2,2
dan soup,18.570754886,5.0849823683,1,4,5
papa ben,18.5701125974,6.30344101959,0,2,2
varisia,18.5683980134,6.31388266501,0,2,2
rumo,18.5681729561,2.91764431328,2,10,12
bowman,18.5656630032,6.44910257287,0,2,2
raiguy,18.5626282741,6.19596109878,0,2,2
valkyrie,18.5595410216,6.06262771859,0,2,2
kil,18.5591811665,6.44631452939,0,2,2
we-g,18.5572371063,6.24347861697,0,2,2
nasty$lckback,18.5531658516,4.80869688911,1,4,5
josamabinladen,18.5516840247,6.20529414945,0,2,2
skyles,18.5510205625,6.44543013967,0,2,2
randy butternubs,18.5494619392,6.44343213699,0,2,2
cholo steve,18.5479879052,6.44350463665,0,2,2
dota,18.5442342421,6.08606262997,0,2,2
jaypee,18.5440272782,6.31190773026,0,2,2
vawx,18.5388934987,6.44077939027,0,2,2
cpu,18.5381228661,6.19227316802,0,2,2
radbot,18.5378195232,5.66916610092,1,2,3
big d squirrels,18.5372554676,4.74030490108,1,4,5
jfro,18.5356327483,6.39065541211,0,2,2
rugaru,18.5336109417,6.24289050794,0,2,2
karvaperse666,18.5314123325,4.75150376784,1,4,5
spann,18.5313112511,4.62799606527,1,4,5
the best,18.5302336423,5.05365588532,1,3,4
diablomablo,18.5300178883,6.32001790553,0,2,2
swiss,18.5294265163,5.95213019522,0,2,2
snake master,18.5292117971,5.85927764296,0,2,2
nefe,18.520975974,4.80754355139,1,4,5
dannyy,18.5190674335,4.63391631398,1,5,6
ckx,18.5165502825,3.10731137597,3,10,13
battery,18.5164533759,6.23880570116,0,2,2
toasty,18.5154465469,4.9656094831,1,3,4
suck,18.5128686225,4.45631382569,1,4,5
timemuffin,18.5112547525,6.06665044787,0,2,2
fija,18.5097896563,6.14914824019,0,2,2
jag älskar avatar123,18.5091468535,5.88295565435,0,3,3
lemons,18.5090576382,3.41160624395,3,8,11
mdsr,18.5062469062,6.37569861138,0,2,2
jeo,18.5042937914,6.39868868768,0,2,2
baumwolle8,18.5004726952,6.04445589473,0,2,2
ankle,18.5002254913,6.25588538352,0,2,2
hijo,18.4995847089,4.571186932,1,3,4
yowaffle,18.4947279502,6.05573908925,0,2,2
doublepappa,18.4924153003,6.42649352107,0,2,2
djswerve,18.4917851685,4.67674769753,1,4,5
johncraw,18.4896143347,6.12468706615,0,2,2
zircean,18.4884055087,6.60967396435,0,1,1
ponj,18.4811447371,6.42318728266,0,2,2
jrrd,18.4810019638,6.17620443306,0,2,2
jpin,18.4762042524,6.30319308607,0,2,2
meteora,18.47462449,4.81221215066,1,4,5
tengu man,18.4743013092,6.42184998572,0,2,2
wes,18.4714234585,6.42047679026,0,2,2
notlightningrunner,18.466210287,6.41905837003,0,2,2
chinaux,18.4649996137,6.16106388381,0,2,2
danku,18.4613700312,4.54098463593,1,4,5
geeslice,18.4558890068,6.34339263042,0,2,2
kamek,18.4553941305,4.38364925361,1,4,5
stonewill,18.4552996999,4.72473466468,1,4,5
salfam,18.4529225484,6.27590526856,0,2,2
shakey,18.4516675313,6.22287322588,0,2,2
oshi,18.4507517095,5.7740908284,0,2,2
sarthssb,18.4506377665,6.41534381188,0,2,2
r0cky,18.450605875,6.41504857299,0,2,2
eggmode,18.4483626731,4.78876073873,1,4,5
midnight,18.4482133167,6.75742069655,0,1,1
sablestarr,18.4449071571,6.3413237468,0,1,1
island,18.4415963531,6.37297866263,0,2,2
stickers,18.4373515175,6.36129434507,0,2,2
koga,18.4346011549,5.86384360161,0,2,2
jamz,18.4332156568,6.19292519525,0,2,2
bushels,18.4331805408,5.96171123781,0,2,2
redribb0n,18.428365906,6.23106565094,0,2,2
hotsauce,18.4279984139,5.95778977222,0,2,2
dad nuggets,18.4262325094,6.28525501857,0,2,2
muthaluva777,18.4197161777,6.40576726266,0,2,2
jstar,18.4183236917,4.86264203449,1,4,5
rushhour,18.4116475573,6.21596211338,0,2,2
phoenix2448,18.4079266375,4.77073818557,1,4,5
luxx,18.4002695498,4.86883780466,1,4,5
youngquest,18.3959219503,6.40069731943,0,2,2
show me the carfax,18.3956976684,6.36209992307,0,2,2
espionage,18.3951248017,5.0956965828,1,2,3
slippy,18.3915093031,3.13896882515,2,12,14
ifger,18.3912229839,6.39657651533,0,2,2
bravo$,18.3893287169,5.96473625856,0,2,2
quiche,18.3867482201,6.73275840994,0,1,1
trains,18.3866846253,6.09792937414,0,2,2
nnn,18.3810528744,4.76028922837,1,4,5
insector,18.3775521622,4.75345114329,1,4,5
galeforce,18.3774497477,6.30974676466,0,2,2
uguize,18.3744013582,6.21817519942,0,2,2
fishguts,18.3743640429,6.19964761309,0,2,2
telmo,18.3732508401,4.85619851924,1,4,5
monarchy,18.3696951716,6.14147980739,0,2,2
666,18.3679571351,6.20868053988,0,2,2
pulver,18.3660466478,5.99489516956,0,2,2
drfabs,18.3647429419,6.2493938914,0,2,2
natalie portman,18.3634568773,6.38874711307,0,2,2
_liuser,18.3624582933,6.39092768553,0,2,2
lan,18.3577767565,6.2521714548,0,2,2
winston,18.3577767565,6.2521714548,0,2,2
kurben,18.3577767565,6.2521714548,0,2,2
glitter,18.3577767565,6.2521714548,0,2,2
fizix,18.3517597921,4.78532100042,1,4,5
r2z2,18.3507542711,6.25540169543,0,2,2
emo,18.3502224863,6.18013792829,0,2,2
kenzz,18.3489853655,6.38711100188,0,2,2
holden,18.3455076884,6.07976606381,0,2,2
javqa,18.3440846439,3.68538738983,2,7,9
cadronate,18.340424137,6.3523393028,0,2,2
nutsosteel,18.3394749733,6.21699671193,0,2,2
jeez,18.335760793,6.38290837447,0,2,2
juststrife,18.3344453612,6.02601159167,0,2,2
sir dax,18.3337669927,6.38873139608,0,2,2
finesse,18.3319736191,6.38205528131,0,2,2
master brawler,18.3315123602,6.42539225051,0,2,2
bonnup,18.3294803452,6.36879947602,0,2,2
tara,18.3290782135,3.1175010794,3,10,13
tmanmaniac,18.3264660219,5.98226519564,0,2,2
regralht,18.3253914383,6.38023202143,0,1,1
/.help,18.3240829318,6.263155055,0,2,2
kos,18.3190790425,6.38005947191,0,2,2
geppetto,18.3188835846,6.38083724089,0,2,2
papa diamond,18.3162649063,6.18005701831,0,2,2
qwetroop,18.3127398028,6.37533401992,0,2,2
axis,18.3052027651,6.22895677931,0,2,2
urpasmash,18.3046710367,5.98999254804,0,2,2
z0ra,18.3024840472,6.25000922345,0,2,2
dat cookie doh,18.3014258849,6.2237746044,0,2,2
unit456,18.300209315,6.03555483893,0,2,2
siliconphallus,18.3001820288,6.37522358902,0,2,2
alam2,18.2947996696,6.3748142162,0,2,2
wherd,18.2927015415,6.37426260432,0,2,2
kyri0n,18.2890904824,6.36917649173,0,2,2
catfish,18.2862467153,6.244752387,0,2,2
dbat,18.2858792337,5.9847917475,0,2,2
primal,18.2789553189,4.70933775881,1,4,5
hasp,18.2781481092,6.36815094644,0,2,2
shaq,18.2771271452,5.94913999577,0,2,2
lolimacat,18.2753698195,6.07690186924,0,2,2
hensdaddy,18.2738755686,4.69608706373,1,4,5
mabotofu,18.2719720978,6.37824025652,0,2,2
helm,18.2649116449,6.12595088901,0,2,2
proxibomb,18.261321226,4.10484973921,1,5,6
luke wilson,18.2611356539,5.73116304664,0,2,2
joe deveer,18.2602592217,6.09770065309,0,2,2
snoop,18.2514328997,6.3595125069,0,2,2
c15,18.2495316119,4.10493442899,2,4,6
skull 5,18.2488616417,6.16333285723,0,2,2
smoking_hot_bbq,18.2453160378,6.25159412573,0,2,2
anton,18.2443256103,6.0494274822,0,2,2
oldjokes,18.241017383,4.74811712674,1,4,5
