player,rating,rd,sets,wins,losses,num_tourneys
danny doritos,1438.17113799,200.405972394,4,2,2,1
mr. thunder,1438.15723576,219.772123039,3,1,2,1
rs,1438.14297692,218.985977585,3,1,2,1
phazon,1438.02402356,167.12564003,7,3,4,2
medic,1437.91732882,204.557824123,3,1,2,1
maritlage227,1437.87863437,219.206285813,3,1,2,1
skate,1437.7727291,109.99262586,21,9,12,5
popkey,1437.76973003,214.425669012,3,1,2,1
metlwing,1437.7502428,207.170680822,4,2,2,1
taggo,1437.32697788,134.18072379,12,5,7,2
buttercup,1437.30687603,154.134353943,10,4,6,3
oko,1437.30170911,219.814897535,3,1,2,1
bdoc,1437.22442902,146.980783009,10,4,6,2
sag,1437.17684482,209.04988328,4,2,2,1
markovic,1437.17684482,208.686017019,4,2,2,1
chimpus,1437.17684482,208.367112806,4,2,2,1
knitl0rd,1437.17684482,208.913507699,4,2,2,1
1bm,1437.17684482,209.231579116,4,2,2,1
osh,1437.17684482,208.73153499,4,2,2,1
osubrandon,1437.16003968,217.880197111,3,1,2,1
nbs,1437.11068426,170.944340842,6,3,3,1
captain flowers,1437.04501391,217.197631464,3,1,2,1
luish,1437.04501391,217.197631464,3,1,2,1
raccoon wizard,1436.89079137,217.976954217,3,1,2,1
dr.g,1436.58098673,219.069690523,3,1,2,1
bobalu,1436.32763238,205.620235006,4,2,2,1
zodz,1436.27973993,179.275719966,5,2,3,1
henry,1436.20841583,199.784204272,4,2,2,1
notkris,1436.1749598,216.496658229,3,1,2,1
khan,1436.06478122,138.544760022,12,5,7,4
scav,1436.02708104,169.568663428,7,3,4,2
deedaa,1435.91634282,220.000396978,3,1,2,1
garm,1435.85699062,218.561821076,3,1,2,1
miwa,1435.63730313,218.101899439,3,1,2,1
mo,1435.41981636,145.811619081,14,5,9,2
frank goldman,1435.30651143,221.050278443,3,1,2,1
no love,1435.30651143,221.050278443,8,4,4,2
n1caps,1435.30651143,221.050278443,3,1,2,1
tyleor,1435.30651143,221.050278443,3,1,2,1
pokenutz,1435.30651143,221.050278443,3,1,2,1
spacewaste,1435.30651143,221.222118242,3,1,2,1
lago,1435.30591658,168.526975923,6,2,4,1
rasen,1435.23604023,139.114356184,9,4,5,2
i3njamin,1434.92582989,198.488560606,4,2,2,1
notsocrazy,1434.81630474,143.004692121,10,4,6,2
willy will,1434.44354852,219.569494704,3,1,2,1
king cobra,1434.18715384,212.615945811,3,1,2,1
spikeuvm,1434.02273445,165.152404993,6,2,4,1
tlo,1433.98485333,170.609405627,8,3,5,2
torch,1433.80577637,169.747069755,7,3,4,2
kity,1433.49359997,243.436728836,6,2,4,2
spoo,1433.46618008,167.630692799,7,3,4,2
dr3am,1433.30298832,167.853411601,6,2,4,1
n3on,1433.27116928,206.628780727,3,1,2,1
dreams,1433.20954711,168.231894747,7,3,4,2
pureevil,1433.15840458,191.823558793,17,10,7,2
ｈｉｔｏｒｉ,1433.12894408,220.106548892,3,1,2,1
| bre4d,1433.10267226,219.558934962,3,1,2,1
whip,1432.9548417,219.484141207,3,1,2,1
fehrar,1432.92470258,216.05389769,3,1,2,1
coupkey,1432.89930753,238.788799006,3,1,2,1
yang,1432.89895417,217.029692587,3,1,2,1
vien,1432.88152951,162.205250363,7,3,4,2
808,1432.8733145,215.965566915,3,1,2,1
coni,1432.36834728,177.108809202,5,2,3,1
herman,1432.32519831,204.706092232,3,1,2,1
dreekas,1431.99683932,216.861190774,3,1,2,1
sandbag,1431.99683932,216.510452551,3,1,2,1
dlos,1431.99683932,217.167622043,9,5,4,2
judas,1431.99683932,216.861190774,3,1,2,1
musichael,1431.99683932,217.167622043,3,1,2,1
gbaby6,1431.89170579,216.51412502,3,1,2,1
suds,1431.82724256,163.304399321,7,3,4,1
navi,1431.68724281,214.223936835,3,1,2,1
staples,1431.60844729,223.768038062,3,1,2,1
legend,1431.60393017,146.530732705,21,13,8,4
smatty,1431.5747992,193.827755886,4,2,2,1
neon,1431.38872709,206.109618251,3,1,2,1
dank joel,1431.36231414,186.84276108,5,2,3,1
hoxton,1431.11882095,229.807311592,3,1,2,1
general heinz,1430.78830006,193.915271571,4,2,2,1
slifer,1430.51586073,200.824486666,4,2,2,1
lostsock,1430.50663553,208.526271103,3,1,2,1
peen,1430.37699121,239.157867517,2,1,1,1
maestro,1430.37520755,204.761501245,3,1,2,1
evan,1430.33656661,149.253035132,16,6,10,4
johnnycamine,1430.1929934,215.771499689,3,1,2,1
el duderino,1430.08102513,169.301856213,10,5,5,3
murkywaters,1430.07815204,156.111594353,8,4,4,2
shyguy,1430.02989172,217.445588681,3,1,2,1
flatline,1429.96422853,164.86834013,7,3,4,1
medical chicken,1429.94207314,216.326714579,3,1,2,1
walrus,1429.93623135,144.346732381,12,5,7,3
ajax,1429.90166539,199.60334851,5,2,3,2
bananime,1429.8813885,210.874155977,3,1,2,1
blubcakes,1429.85175985,216.334253561,3,1,2,1
halqery,1429.7756579,199.46788501,5,2,3,2
quiteballin,1429.7756579,199.46788501,5,2,3,2
tri,1429.60798842,214.960071001,3,1,2,1
shchoo,1429.58237845,208.845208518,4,2,2,1
qz,1429.56984109,187.587404101,10,5,5,3
elost,1429.51787577,218.751015881,3,1,2,1
anjel,1429.42808407,187.803820377,8,3,5,3
rylo ken,1429.38542093,244.314459542,6,2,4,2
blue,1429.25749974,128.552277675,16,7,9,4
ghost,1429.11212308,134.150178196,13,5,8,3
npc,1429.05043516,199.701654069,4,2,2,1
arsenals,1429.00371187,197.964130228,4,2,2,1
edd,1428.74597837,164.36957217,7,3,4,1
northballz,1428.26861801,208.778446311,3,1,2,1
annii,1428.26264642,217.627478034,3,1,2,1
toast,1428.26264642,218.324802062,3,1,2,1
notechskill,1428.20672906,169.40073568,7,3,4,2
candy,1428.18304792,148.909143465,11,4,7,2
bread,1428.11906493,139.700524543,12,5,7,4
tfs,1428.10124673,204.45845703,3,1,2,1
dtwizzledante,1428.05132212,205.035453369,4,2,2,1
teardispenser,1427.97116808,218.825425388,3,1,2,1
quantum,1427.97116808,219.432374085,3,1,2,1
qwop,1427.97116808,219.432374085,3,1,2,1
grant,1427.97116808,219.432374085,3,1,2,1
tianten,1427.97116808,218.825425388,3,1,2,1
knack,1427.97116808,218.825425388,3,1,2,1
sunflowergirls,1427.97116808,219.302455062,3,1,2,1
zebkeet,1427.97116808,219.432374085,3,1,2,1
easy,1427.97116808,219.432374085,3,1,2,1
shep,1427.9376711,214.257645147,3,1,2,1
hei,1427.89008271,194.243070151,5,2,3,1
bootyblast,1427.89008271,194.633939234,5,2,3,1
cactuar,1427.89008271,194.731533917,5,2,3,1
halogen,1427.89008271,194.633939234,5,2,3,1
crypto,1427.89008271,194.633939234,5,2,3,1
stels,1427.89008271,194.633939234,12,4,8,2
ralph,1427.89008271,194.731533917,5,2,3,1
poli,1427.89008271,194.633939234,5,2,3,1
modestmajor,1427.89008271,194.633939234,9,2,7,2
samura1man,1427.89008271,194.633939234,5,2,3,1
tobbeh99,1427.89008271,194.633939234,5,2,3,1
oni,1427.89008271,194.633939234,12,4,8,2
olga,1427.89008271,194.633939234,5,2,3,1
krisspear,1427.89008271,194.633939234,5,2,3,1
gorull,1427.89008271,194.633939234,5,2,3,1
dino,1427.89008271,194.633939234,5,2,3,1
di leva,1427.89008271,194.633939234,5,2,3,1
comfort,1427.89008271,193.557149963,5,2,3,1
moat,1427.89008271,193.949401396,5,2,3,1
evbgr_bird,1427.89008271,194.243070151,5,2,3,1
tengil,1427.89008271,194.633939234,5,2,3,1
cross~up,1427.89008271,194.633939234,5,2,3,1
fries,1427.89008271,194.633939234,5,2,3,1
matge,1427.89008271,194.633939234,5,2,3,1
lunar,1427.88227863,161.067883397,7,3,4,2
moosewad,1427.88088199,137.197299534,12,5,7,3
c42p,1427.69857828,171.303958756,7,3,4,2
laugh,1427.6246597,204.472331984,3,1,2,1
altamira,1427.58605229,226.624113345,3,1,2,1
corgisploot,1427.58605229,226.624113345,3,1,2,1
bduke,1427.10098452,149.41658376,11,5,6,3
jimmy rustler,1426.92135342,176.537541808,7,3,4,2
lōs,1426.58417979,214.742442791,3,1,2,1
aghi,1426.5023188,195.08378688,4,2,2,1
woley,1425.98965014,206.258695266,3,1,2,1
raoul,1425.81688046,196.753517319,16,9,7,2
the wash,1425.56516956,216.267272519,3,1,2,1
satch,1425.36408769,218.202805539,3,1,2,1
jordova,1425.14572408,167.557688262,8,3,5,2
jeffsphere,1425.0971828,214.676543049,3,1,2,1
xurk,1425.03217277,130.796788485,12,5,7,2
imperatorchris,1424.93642591,201.702082857,4,2,2,1
morphikkhan,1424.89280572,217.784877561,3,1,2,1
jackedpuffguy,1424.82156168,190.859930246,6,2,4,1
cooran,1424.76354403,142.144349697,10,4,6,2
sute,1424.74363789,217.076512359,3,1,2,1
mattatari,1424.40039211,165.442987665,7,3,4,2
frobey,1424.39098169,154.877769271,12,4,8,4
led free,1424.3796458,206.27820793,4,2,2,1
verthm,1424.29113914,207.545539859,3,1,2,1
wisifox,1424.29113914,207.545539859,3,1,2,1
ferey,1424.26167263,198.389892403,4,2,2,1
mochi,1423.86890292,216.281576423,3,1,2,1
chililtf,1423.77097427,213.846181052,3,1,2,1
mojoe,1423.70142113,143.996266143,12,6,6,3
grape ape,1423.69737878,222.763095215,3,1,2,1
mj,1423.06089944,214.341284857,3,1,2,1
drunkunicron,1423.02184642,175.333467819,6,2,4,1
trebejo99,1423.02184642,175.333467819,6,2,4,1
other guy,1422.9097128,207.273139633,3,1,2,1
dr. rainbow bear,1422.87692992,217.117901079,3,1,2,1
amilk,1422.80293632,213.182342216,3,1,2,1
paul the beast,1422.80293632,213.182342216,3,1,2,1
barron,1422.62333881,212.944079105,3,1,2,1
benjahls,1422.50512526,283.207888661,1,0,1,1
flotsam,1421.4769957,214.122971652,3,1,2,1
messi,1421.38297752,141.871571063,11,5,6,2
wolff,1421.2916384,215.977968908,3,1,2,1
x3zinja12,1421.22950327,213.932087769,3,1,2,1
njm,1421.1305766,172.199556333,6,2,4,1
dirty dan,1421.12848197,187.788642005,6,2,4,1
homie,1421.10805245,216.322823279,3,1,2,1
lkan,1421.10805245,216.761536882,3,1,2,1
kid anarkist,1420.85127321,297.023923203,9,2,7,2
aspro,1420.61157306,255.644034739,10,3,7,2
little bucket,1420.49729322,208.367534491,3,1,2,1
check,1420.44857932,216.963715742,3,1,2,1
gucci swag gubu,1420.40373672,213.134280561,3,1,2,1
stego,1420.37427991,215.104395096,3,1,2,1
starcutter,1420.24445447,214.439523032,3,1,2,1
memes,1420.15647698,212.644928682,9,2,7,2
vigge,1419.7751941,137.52348137,13,5,8,3
jack,1419.76661398,133.472999187,12,5,7,2
ka'zar,1419.73799086,197.352478674,4,2,2,1
amdrew,1419.7099102,146.68292139,10,4,6,3
by15,1419.56228548,206.917957308,3,1,2,1
billy,1419.50726402,212.224455795,3,1,2,1
squire,1419.40524648,199.948737889,3,1,2,1
detrumi,1419.3214627,155.410080293,10,4,6,2
scudss,1419.17185515,217.182986608,3,1,2,1
obsidian,1419.16797222,167.987000321,7,3,4,2
herbmaster%,1419.09007017,218.095877329,3,1,2,1
horato,1418.91875871,214.71101494,3,1,2,1
durgh,1418.86245025,186.83184636,4,2,2,1
kidney thief,1418.72157424,214.547783576,3,1,2,1
emento,1418.72157424,214.547783576,11,6,5,2
hiyro,1418.48957001,217.174966004,3,1,2,1
root,1418.39514868,217.775407008,3,1,2,1
poofies,1418.39514868,217.426143547,3,1,2,1
t0nka,1418.39514868,217.469832155,3,1,2,1
akito,1418.39514868,217.120077141,3,1,2,1
professor x,1418.39514868,217.120077141,3,1,2,1
fakes,1418.39514868,217.949828854,3,1,2,1
ranger,1418.39514868,217.949828854,10,4,6,2
raichunite,1418.39514868,217.469832155,3,1,2,1
smackiavelli,1418.39514868,217.469832155,3,1,2,1
concosta,1418.39514868,217.513511989,3,1,2,1
agahnim,1418.39514868,217.469832155,3,1,2,1
raw input,1418.39514868,217.120077141,3,1,2,1
icebit,1418.39514868,217.120077141,3,1,2,1
cravate,1418.39514868,217.469832155,3,1,2,1
av_ultima,1418.39514868,217.513511989,3,1,2,1
krakhead,1418.39514868,217.469832155,3,1,2,1
ro,1418.39514868,217.120077141,3,1,2,1
tanner,1418.39514868,217.644498891,3,1,2,1
mattdemers,1418.39514868,217.949828854,3,1,2,1
brawlwasbetter,1418.39514868,217.120077141,3,1,2,1
american brav0,1418.39514868,217.557183052,3,1,2,1
kodak,1418.39514868,217.469832155,3,1,2,1
jinra1,1418.32759575,213.16442019,3,1,2,1
rowsa,1418.29104928,182.639507823,6,2,4,2
eli,1418.13674501,161.080021184,7,3,4,2
borz,1418.06182282,191.727710898,10,4,6,3
fiercewolf,1418.05518328,214.716177133,3,1,2,1
theroyalwe,1418.00827174,230.842313238,3,1,2,1
boomyx,1417.98389423,281.320449484,1,0,1,1
panda,1417.94228794,162.932989512,7,3,4,2
egg,1417.79506288,164.277549989,9,3,6,3
knææ,1417.46965668,154.534293755,7,3,4,1
bootstrings,1417.34688633,216.565485088,3,1,2,1
lay,1417.34333084,162.449235229,7,3,4,1
yon,1416.67432338,216.480633382,3,1,2,1
edav,1416.64974862,206.045055665,4,2,2,1
pilzlotta,1416.55521886,215.974035493,3,1,2,1
mr.bones,1416.48886908,214.718789797,3,1,2,1
linus,1416.06861184,145.485384039,10,4,6,3
lady c,1415.99035121,190.7844807,6,2,4,2
aysel,1415.90122526,200.475807861,4,2,2,1
miamikey,1415.89560373,200.293364544,3,1,2,1
ccucumber,1415.86900709,206.638746143,3,1,2,1
kdep,1415.66814817,214.993968046,3,1,2,1
fyore,1415.53048743,212.999425734,3,1,2,1
windy,1415.52222858,215.469575141,3,1,2,1
huckleberry dog,1415.44392983,202.258551029,3,1,2,1
barry,1415.10952609,159.059706766,8,3,5,1
hubes,1415.09325299,152.882429201,7,3,4,1
yungpurp,1415.09313567,209.916623918,3,1,2,1
papyrus,1414.99918032,214.781571441,3,1,2,1
burman,1414.84279007,150.284051696,10,4,6,2
silent e,1414.79807043,202.368865342,4,2,2,1
pushin,1414.70115199,217.590905712,3,1,2,1
solithic,1414.62658003,185.7625787,5,2,3,1
burnin taco,1414.61783211,216.155757186,3,1,2,1
ceilingpanda,1414.46469889,173.185015838,6,2,4,1
cazqu33n,1414.46469889,173.185015838,6,2,4,1
ajefk12555,1414.28559742,220.452173804,3,1,2,1
brett,1414.15704357,213.475426386,3,1,2,1
kipz,1414.055929,210.42464546,3,1,2,1
krax,1413.96062983,142.396430661,11,4,7,2
dusk,1413.8675971,281.857795094,8,0,8,2
mapletoothpick,1413.86439248,215.595164785,3,1,2,1
woody woo,1413.8492715,215.75270297,3,1,2,1
pook,1413.78140577,213.631302375,3,1,2,1
powerfulgoku,1413.76124607,208.987791105,3,1,2,1
k-c,1413.62750534,204.095300419,3,1,2,1
liberz,1413.4330293,191.531820696,12,6,6,2
quist,1413.25777884,136.462048568,10,4,6,2
mac,1413.25727775,216.081085324,3,1,2,1
prilo,1413.24281986,138.60298894,10,4,6,2
psythr,1412.9813408,221.340290203,3,1,2,1
wiggles,1412.95052392,213.228984183,3,1,2,1
g3,1412.91339152,159.558426778,7,3,4,1
ce,1412.79087958,203.715160542,5,2,3,2
arol,1412.7544859,191.61696173,6,2,4,2
blynde,1412.6257386,213.851949286,3,1,2,1
haru,1412.1516573,208.540269803,4,2,2,1
skanadron,1412.14026598,214.722548202,3,1,2,1
dynamov,1412.14026598,214.722548202,3,1,2,1
shrub,1412.14026598,215.385172903,3,1,2,1
bome,1412.14026598,214.722548202,3,1,2,1
seth love,1412.14026598,215.561528818,3,1,2,1
twinkletoes,1412.10269377,198.995655166,4,2,2,1
sleepy gary,1412.00123656,214.314693376,3,1,2,1
ceeds,1411.60795869,212.720653692,3,1,2,1
abobo,1411.34981717,211.586184613,3,1,2,1
nj,1411.34981717,211.586184613,3,1,2,1
salt,1411.18395022,101.183412375,26,10,16,5
mambo,1411.15488416,215.137588937,3,1,2,1
chrono,1411.15488416,215.137588937,3,1,2,1
vi,1411.02773898,142.665300812,11,4,7,3
sd_justin,1410.69131546,204.961815035,3,1,2,1
blues clues,1410.47580481,174.348176336,6,2,4,2
tj combo,1410.3377585,213.363200622,3,1,2,1
bblz,1410.28383275,181.867756209,6,2,4,1
derpydtw,1410.25868171,215.80160706,3,1,2,1
chobos,1410.08633409,185.049742916,5,2,3,1
goaty,1410.08311909,214.499250121,3,1,2,1
savage,1409.96398712,149.190584852,17,7,10,3
cloak n swagger,1409.75782099,214.557364547,3,1,2,1
$pud,1409.72977393,149.215605802,10,4,6,3
grepstar,1409.5458244,159.641364001,7,3,4,1
shydude,1409.2341564,205.763829301,3,1,2,1
lanz,1408.82952616,214.166302404,3,1,2,1
tkbreezy,1408.73748265,212.027588187,3,1,2,1
zimmer,1408.30062451,218.469343953,3,1,2,1
jesusgoestoprom,1408.11123889,211.547578686,3,1,2,1
dpw,1407.81361927,206.289974675,3,1,2,1
captn mason,1407.72341576,174.824378862,6,2,4,1
bron,1407.50745863,212.153295057,3,1,2,1
scruffy,1407.40662946,198.112044242,4,2,2,1
bayanati,1407.28041568,211.306708598,3,1,2,1
stealthypanda,1407.21962858,179.916231552,6,2,4,1
pem,1407.12674902,222.0109444,3,1,2,1
boy,1407.06624429,124.540435734,15,6,9,3
puddingpop,1406.85145119,149.538840055,10,4,6,2
deliciousoctorok,1406.79512489,138.157836867,11,5,6,2
ero,1406.66888355,212.51822936,3,1,2,1
bhop,1406.65513665,212.136822123,3,1,2,1
vplatypus,1406.59827439,204.482431234,3,1,2,1
squeegee,1406.20008752,223.89154664,3,1,2,1
pest killa,1406.1940691,205.797230147,4,1,3,1
onepunchman,1406.12260702,174.426628193,8,3,5,2
infamous,1405.98467823,215.635735347,3,1,2,1
ruslinjimmies,1405.97857726,271.736089228,1,0,1,1
bah-la-kay,1405.94908506,198.477952339,3,1,2,1
prioritized,1405.76879169,195.231995375,4,2,2,1
rky!!!,1405.60307499,180.33724172,5,2,3,1
krell,1405.52057832,212.950575507,3,1,2,1
mercury,1405.50311622,134.629946153,12,4,8,3
rocknturtle,1405.50177134,216.594809183,3,1,2,1
yinja,1405.50177134,216.989196424,3,1,2,1
aphrobeesiac,1405.50177134,216.155757186,3,1,2,1
elfie,1405.50177134,216.989196424,3,1,2,1
thedementedcube,1405.50177134,216.682512827,3,1,2,1
pikmon,1405.50177134,216.726351339,3,1,2,1
keams,1405.50177134,216.375394546,3,1,2,1
gameover,1405.50177134,216.550944041,3,1,2,1
cardoso,1405.50177134,216.814001773,3,1,2,1
belome,1405.50177134,216.155757186,3,1,2,1
amoroy,1405.50177134,216.989196424,3,1,2,1
paradox,1405.50177134,216.594809183,3,1,2,1
bwunt,1405.50177134,216.375394546,3,1,2,1
tko,1405.50177134,216.155757186,3,1,2,1
anewbus,1405.50177134,216.682512827,3,1,2,1
my dad makes me play this,1405.50177134,216.375394546,3,1,2,1
otachi,1405.50177134,216.507070011,3,1,2,1
climax,1405.50177134,216.550944041,3,1,2,1
misfit,1405.50177134,216.550944041,3,1,2,1
jp3,1405.50177134,216.814001773,3,1,2,1
vavv,1405.35001993,211.94374038,3,1,2,1
perma,1404.78388698,212.034621706,3,1,2,1
ron,1404.77817174,180.089192711,6,2,4,2
proc,1404.48077034,143.67218692,11,4,7,2
guerrilla,1404.2787111,171.406145375,6,2,4,2
clutchreacts,1404.16681131,203.69478324,4,1,3,1
ted greene,1404.02667305,218.887670006,3,1,2,1
oleyy,1403.97589106,263.7859055,5,1,4,2
alamo,1403.97126609,203.310934197,3,1,2,1
chrispcream,1403.89882978,273.30955805,1,0,1,1
reign,1403.85593164,215.644108523,3,1,2,1
bupo,1403.40051626,222.553982218,3,1,2,1
mudkipslaps,1403.01511717,225.007751197,3,1,2,1
b17,1402.90057152,215.472170392,3,1,2,1
xu,1402.81868904,233.365711494,3,1,2,2
ander,1402.49390922,178.92276163,6,2,4,1
sheepnado,1402.47769627,202.816091635,4,2,2,1
trepp,1402.09185184,209.027082267,4,2,2,1
remark,1401.71237209,182.435782264,6,2,4,2
fadversity,1401.64166351,191.925093408,3,1,2,1
pgd,1401.62512314,140.970048297,9,3,6,2
a duck,1401.42178323,248.056423197,7,3,4,2
stdemon,1401.08686469,211.06730856,3,1,2,1
ash,1401.06702615,184.423815496,6,2,4,2
whitegrizzly,1401.03336195,219.637349541,3,1,2,1
jebailey,1401.01369933,216.085493497,3,1,2,1
putpasswordhere,1400.98182478,172.43289007,7,3,4,2
atrioc,1400.96019139,185.044730699,6,2,4,2
sityec,1400.70166608,186.742508451,6,2,4,2
leering,1400.69639756,179.515830419,6,2,4,1
jad,1400.655076,214.882046489,3,1,2,1
airfire,1400.65260968,214.296958434,3,1,2,1
preme,1400.65260968,214.695566778,3,1,2,1
3flip,1400.65260968,214.518498956,3,1,2,1
elliot,1400.17309213,128.809261226,16,6,10,4
fmax,1400.16218631,228.733389073,3,1,2,1
hotrod,1400.16218631,228.733389073,3,1,2,1
pilling,1400.16218631,228.733389073,3,1,2,1
goku,1400.16218631,228.067891814,3,1,2,1
cinnabon,1400.16218631,227.734413905,3,1,2,1
pray,1400.16218631,228.151185131,3,1,2,1
castaway,1400.16218631,228.525629365,3,1,2,1
lmnts,1400.16218631,227.734413905,3,1,2,1
mrluggyogirl,1400.16218631,228.525629365,3,1,2,1
harmless,1400.16218631,228.733389073,3,1,2,1
viray,1400.16218631,228.733389073,3,1,2,1
horse marth,1400.16218631,228.733389073,3,1,2,1
jisskhalifa,1400.16218631,228.733389073,3,1,2,1
badwolf,1400.16218631,228.109542274,3,1,2,1
blondie,1400.16218631,228.525629365,3,1,2,1
fzzr,1400.16218631,228.733389073,3,1,2,1
derpy,1400.16218631,228.23444805,3,1,2,1
bamkek,1400.16218631,228.067891814,3,1,2,1
frostmagma,1400.16218631,227.942894771,3,1,2,1
bangboy2000,1400.16218631,228.733389073,3,1,2,1
thea,1400.16218631,228.733389073,3,1,2,1
whitefiction,1400.16218631,228.733389073,3,1,2,1
jamnt0ast,1400.16218631,228.733389073,3,1,2,1
smackledorf007,1400.16218631,228.733389073,3,1,2,1
mrl3gume,1400.16218631,228.359285506,3,1,2,1
frankypaul,1400.16218631,228.733389073,3,1,2,1
mcdonski,1400.16218631,227.734413905,3,1,2,1
somekid,1400.16218631,228.733389073,3,1,2,1
witness,1400.16218631,228.733389073,3,1,2,1
thetruetides,1400.16218631,227.942894771,3,1,2,1
cate!,1400.16218631,228.067891814,3,1,2,1
kickitsmooth,1400.16218631,228.733389073,3,1,2,1
cam,1400.16218631,227.734413905,3,1,2,1
confusion,1400.16218631,227.942894771,3,1,2,1
vans,1400.16218631,228.733389073,3,1,2,1
micah,1400.16218631,227.734413905,3,1,2,1
lvl3,1400.16218631,228.109542274,3,1,2,1
hnic,1400.16218631,228.276068121,3,1,2,1
hno3,1400.16218631,228.733389073,3,1,2,1
yung_stalin,1400.16218631,228.733389073,3,1,2,1
bricks,1400.16218631,228.525629365,3,1,2,1
stick,1400.16218631,228.733389073,3,1,2,1
voltaire,1400.16218631,228.733389073,3,1,2,1
+ultra,1400.16218631,227.734413905,3,1,2,1
gambit,1400.16218631,228.109542274,3,1,2,1
pkp,1400.16218631,228.733389073,3,1,2,1
riot,1400.16218631,228.359285506,3,1,2,1
phoenixzero,1400.16218631,228.733389073,3,1,2,1
seandabomb,1400.16218631,228.109542274,3,1,2,1
thatoneperuvian,1400.16218631,228.733389073,3,1,2,1
kellz,1400.16218631,227.942894771,3,1,2,1
shnarples,1400.16218631,228.733389073,3,1,2,1
broc,1400.16218631,228.359285506,3,1,2,1
telic,1400.16218631,228.733389073,3,1,2,1
cheesedog,1400.16218631,227.734413905,3,1,2,1
blazed chumpi,1400.16218631,228.733389073,3,1,2,1
damen,1400.16218631,228.733389073,3,1,2,1
pickl,1400.16218631,228.359285506,3,1,2,1
pretzl,1400.16218631,228.733389073,3,1,2,1
eridaan,1400.16218631,228.733389073,3,1,2,1
maui howy,1400.16218631,228.23444805,3,1,2,1
coma,1400.16218631,228.733389073,3,1,2,1
stitch,1400.16218631,228.733389073,3,1,2,1
c4d,1400.16218631,228.733389073,3,1,2,1
kaytoh,1400.16218631,228.067891814,3,1,2,1
dd,1400.16218631,228.733389073,3,1,2,1
magnet,1400.16218631,228.733389073,3,1,2,1
marcftl,1400.16218631,228.733389073,3,1,2,1
onin,1400.16218631,228.109542274,3,1,2,1
magicwan,1400.16218631,228.359285506,3,1,2,1
guccipivotmaster4000,1400.16218631,228.359285506,3,1,2,1
the oiler,1400.16218631,227.942894771,3,1,2,1
roi,1400.16218631,228.359285506,3,1,2,1
sweaters,1400.16218631,228.23444805,3,1,2,1
most defs,1400.16218631,228.733389073,3,1,2,1
purple pain,1400.16218631,228.026233747,3,1,2,1
mr baninawi,1400.16218631,228.733389073,3,1,2,1
cavelemon,1400.16218631,228.109542274,3,1,2,1
taptap,1400.16218631,228.733389073,3,1,2,1
spinr,1400.16218631,228.733389073,3,1,2,1
steak,1400.16218631,228.109542274,3,1,2,1
macbeth,1400.16218631,228.026233747,3,1,2,1
ludicity,1400.16218631,228.733389073,3,1,2,1
kelpoorganic,1400.16218631,228.733389073,3,1,2,1
fr1so,1400.16218631,228.026233747,3,1,2,1
jeezus,1400.16218631,228.733389073,3,1,2,1
busy p,1400.16218631,228.067891814,3,1,2,1
ctfunction,1400.16218631,227.734413905,3,1,2,1
redpilledangel,1400.16218631,228.733389073,3,1,2,1
pikabob,1400.16218631,228.733389073,3,1,2,1
jirachinick,1400.16218631,228.733389073,3,1,2,1
jerbear,1400.16218631,228.733389073,3,1,2,1
blackmoneycris,1400.16218631,228.733389073,3,1,2,1
waddledude,1400.16218631,228.109542274,3,1,2,1
sorbet,1400.16218631,228.733389073,3,1,2,1
moniker,1400.16218631,228.359285506,3,1,2,1
yourfaceson,1400.16218631,228.067891814,3,1,2,1
mimorox,1400.16218631,228.733389073,3,1,2,1
keagsbsmashin,1400.16218631,228.359285506,3,1,2,1
arbitrarychief,1400.16218631,228.733389073,3,1,2,1
brokenlawngnome,1400.16218631,228.23444805,3,1,2,1
easton,1400.16218631,228.733389073,3,1,2,1
the derrit,1400.16218631,228.733389073,3,1,2,1
emb,1400.16218631,228.525629365,6,2,4,2
rick rosser,1400.16218631,228.733389073,3,1,2,1
debra!,1400.16218631,228.067891814,3,1,2,1
razz,1400.16218631,228.067891814,3,1,2,1
captain lio,1400.16218631,228.733389073,3,1,2,1
pinky,1400.16218631,228.733389073,3,1,2,1
dude,1400.16218631,228.359285506,10,4,6,2
lightlybaked,1400.16218631,228.733389073,3,1,2,1
ms. hester,1400.16218631,228.733389073,3,1,2,1
carrot lord,1400.16218631,228.525629365,3,1,2,1
crustl0rd,1400.16218631,227.942894771,3,1,2,1
necro joe,1400.16218631,227.942894771,3,1,2,1
klear,1400.16218631,228.067891814,3,1,2,1
spectroid,1400.16218631,227.942894771,3,1,2,1
kuroshi,1400.16218631,227.734413905,3,1,2,1
sage,1400.16218631,228.733389073,3,1,2,1
lucky_hamburger,1400.16218631,228.109542274,3,1,2,1
bagels,1400.16218631,228.733389073,3,1,2,1
guacho,1400.16218631,228.733389073,3,1,2,1
jerome the gnome,1400.16218631,228.733389073,3,1,2,1
gig,1400.16218631,228.359285506,3,1,2,1
sampai,1400.16218631,228.733389073,5,1,4,2
homebad,1400.16218631,228.733389073,3,1,2,1
isaac_gs,1400.16218631,227.734413905,3,1,2,1
malkasaur,1400.16218631,228.940960242,3,1,2,2
sensazn,1400.16218631,228.525629365,3,1,2,1
madgood,1400.16218631,228.733389073,3,1,2,1
mcdonl,1400.16218631,228.359285506,3,1,2,1
hatbeanie,1400.16218631,228.733389073,3,1,2,1
odin,1400.16218631,228.525629365,3,1,2,1
